UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge3,1114.58,437.04,0.00,107
UE2,edge2,3701.45,130.75,0.00,83
UE3,edge1,1947.07,236.82,0.00,335
UE4,edge2,1850.01,284.33,0.00,25
UE5,edge1,1419.64,406.51,0.00,18
UE6,edge2,2417.90,225.95,0.00,562
UE7,edge2,3304.49,162.39,0.00,73
UE8,edge2,2676.88,191.37,0.00,62
UE9,edge2,2639.47,202.54,0.00,509
UE10,edge1,1945.24,246.29,0.00,293
UE11,edge2,2611.08,198.82,0.00,285
UE12,edge2,1924.07,250.43,0.00,233
UE13,edge2,1349.25,395.02,0.00,49
UE14,edge1,1361.82,330.52,0.00,228
UE15,edge1,1776.63,275.58,0.00,64
UE16,edge1,1923.01,240.88,0.00,429
UE17,edge2,2155.75,234.43,0.00,173
OVERALL,,2124.61,261.74,0.00,3528
