UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,56.74,4215.78,7.77,0.00,3.72,682
UE2,59.92,4249.80,7.90,0.00,3.84,575
UE3,59.96,4304.51,9.92,0.00,3.81,212
UE4,31.31,2559.30,16.90,0.00,2.55,78
UE5,59.96,4724.34,8.77,0.00,3.87,99
OVERALL,57.26,4191.18,8.58,0.00,3.56,1646
