UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,32.10,2547.49,9.67,0.00,2.39,244
UE2,59.17,7862.00,56.78,0.06,4.06,244
UE3,58.43,8609.61,106.51,0.11,4.05,244
UE4,14.84,1444.83,28.50,0.00,1.40,240
UE5,15.74,1602.54,34.41,0.00,1.45,244
UE6,19.74,2470.51,36.47,0.00,1.78,235
OVERALL,33.47,4106.83,45.49,0.03,2.52,1451
