UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,31.82,4392.11,31.08,0.01,2.63,680
UE2,27.69,3726.51,44.80,0.00,2.40,577
UE3,7.16,1313.26,49.83,-0.01,1.03,210
UE4,7.45,604.22,53.79,-0.03,1.00,78
UE5,9.97,1181.18,48.86,0.00,1.14,99
OVERALL,16.82,2243.45,45.67,-0.00,1.64,1644
