UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,2186.09,210.64,0.00,288
UE2,edge2,3028.71,158.18,0.00,294
UE3,edge3,826.59,606.70,0.00,370
UE4,edge2,3902.15,136.17,0.00,33
UE5,edge1,2165.19,210.27,0.00,396
UE6,edge2,3178.32,149.77,0.00,484
UE7,edge2,2026.77,247.62,0.00,127
UE8,edge1,2731.87,209.91,0.00,5
UE9,edge2,1620.19,288.95,0.00,141
UE10,edge1,2358.75,193.84,0.00,221
UE11,edge1,962.74,637.87,0.00,2
UE12,edge1,2375.49,201.48,0.00,401
UE13,edge1,2099.11,219.02,0.00,409
UE14,edge2,1636.89,273.69,0.00,130
UE15,edge2,2383.11,216.00,0.00,268
UE16,edge1,2017.74,227.06,0.00,346
UE17,edge1,1900.09,257.33,0.00,223
UE18,edge1,2055.00,229.07,0.00,418
UE19,edge1,1860.20,292.29,0.00,37
UE20,edge2,2698.89,186.00,0.00,597
UE21,edge1,2279.54,227.77,0.00,118
UE22,edge1,2166.78,210.03,0.00,714
UE23,edge3,860.03,571.19,0.00,812
UE24,edge2,2504.95,191.58,0.00,214
UE25,edge1,1872.93,257.74,0.00,158
UE26,edge1,1997.61,226.32,0.00,369
UE27,edge1,2392.31,209.98,0.00,65
UE28,edge1,1426.36,328.64,0.00,93
UE29,edge1,1932.50,229.90,0.00,352
UE30,edge1,2311.68,217.74,0.00,68
OVERALL,,2125.29,260.76,0.00,8153
