UE_ID,Avg_FPS,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,MOS,Samples
UE1,59.77,8499.99,110.80,0.04,4.07,680
UE2,59.90,7802.58,56.53,0.03,4.10,574
UE3,59.98,4340.79,6.79,0.01,3.85,209
UE4,60.04,8370.00,59.70,0.09,4.06,75
UE5,59.96,8874.49,64.70,0.03,4.13,96
OVERALL,59.93,7577.57,59.70,0.04,4.04,1634
