UE_ID,Edge,Avg_Bitrate_kbps,Avg_RTT_ms,Avg_PacketLost,Samples
UE1,edge1,11632.45,37.11,0.00,240
UE2,edge2,7099.35,81.47,0.00,240
UE3,edge3,2419.57,192.55,0.00,240
UE4,edge1,6885.27,112.08,0.00,240
UE5,edge1,6965.65,97.59,0.00,240
UE6,edge1,11274.70,43.99,0.00,240
UE7,edge1,6015.25,122.02,0.00,240
UE8,edge2,5541.90,117.01,0.00,240
UE9,edge2,4033.00,191.54,0.00,240
UE10,edge1,4075.67,157.62,0.00,240
UE11,edge1,5886.54,112.56,0.00,240
UE12,edge1,8215.96,83.40,0.00,240
UE13,edge1,7798.75,73.73,0.00,240
UE14,edge2,4410.89,147.65,0.00,240
UE15,edge1,5152.53,106.74,0.00,240
UE16,edge1,7347.22,70.15,0.00,240
UE17,edge1,5083.86,134.65,0.00,240
UE18,edge2,7712.77,69.07,0.00,240
OVERALL,,6530.63,108.39,0.00,4320
